Order ID,Customer Name,Sales,Quantity,Discount,Profit,Anomaly_IF,Anomaly_Score
CA-2016-158568,Rick Bensley,1.788,3,0.8,-3.0396,1,0.07978292580264312
CA-2016-129903,Gary Zandusky,23.92,4,0.0,11.7208,1,0.21089194731625677
US-2015-156867,Lena Cacioppo,238.896,6,0.2,-26.8758,1,0.15832937370440148
US-2015-156867,Lena Cacioppo,102.36,3,0.2,-3.8385,1,0.2192869907719242
US-2015-156867,Lena Cacioppo,36.882,3,0.7,-25.8174,1,0.08705131913772285
CA-2017-119004,Janet Martin,74.112,8,0.2,17.6016,1,0.14305966390260022
CA-2017-119004,Janet Martin,27.992,1,0.2,2.0994,1,0.17976242401231302
CA-2017-119004,Janet Martin,3.304,1,0.2,1.0738,1,0.17473017154620119
CA-2015-129476,Pete Armstrong,339.96,5,0.2,67.992,1,0.1579000443876737
CA-2017-146780,Cynthia Voltz,41.96,2,0.0,10.9096,1,0.2211641023635204
CA-2016-128867,Clay Ludtke,75.96,2,0.0,22.788,1,0.2074936220481734
CA-2016-128867,Clay Ludtke,27.24,6,0.0,13.3476,1,0.18597696227463972
CA-2014-115259,Ryan Crowe,40.096,14,0.2,14.5348,1,0.019686566791513593
CA-2014-115259,Ryan Crowe,4.72,2,0.2,1.652,1,0.2153301175906791
CA-2014-115259,Ryan Crowe,23.976,3,0.2,7.4925,1,0.22672847626270937
CA-2014-115259,Ryan Crowe,130.464,6,0.2,44.0316,1,0.17225316799710083
CA-2015-110457,Dave Kipp,787.53,3,0.0,165.3813,1,0.09366226484670753
US-2015-136476,Greg Guthrie,157.794,1,0.7,-115.7156,-1,-0.032681703892673886
CA-2016-103730,Steven Cartwright,47.04,3,0.0,18.3456,1,0.21924011934178117
CA-2016-103730,Steven Cartwright,30.84,4,0.0,13.878,1,0.21185454586771812
CA-2016-103730,Steven Cartwright,226.56,6,0.0,63.4368,1,0.15115662594941232
CA-2016-103730,Steven Cartwright,115.02,9,0.0,51.759,1,0.08905638501769791
CA-2016-103730,Steven Cartwright,68.04,7,0.0,19.7316,1,0.1683474856301539
US-2014-152030,Alan Dominguez,600.558,3,0.3,-8.5794,1,0.1046816007281543
US-2014-134614,Philip Fox,617.7,6,0.5,-407.682,-1,-0.048825246073763595
US-2017-107272,Troy Staebel,2.388,2,0.7,-1.8308,1,0.09422165099957824
US-2017-107272,Troy Staebel,243.992,7,0.2,30.499,1,0.14709457418568228
US-2016-125969,Lindsay Shagiari,81.424,2,0.2,-9.1602,1,0.20620566966451298
US-2016-125969,Lindsay Shagiari,238.56,3,0.0,26.2416,1,0.18731915798435844
US-2017-164147,Dorothy Wardle,59.97,5,0.4,-11.994,1,0.1293992681657508
US-2017-164147,Dorothy Wardle,78.304,2,0.2,29.364,1,0.20095176372091256
US-2017-164147,Dorothy Wardle,21.456,9,0.2,6.9732,1,0.1187637998113954
CA-2016-145583,Lena Creighton,20.04,3,0.0,9.6192,1,0.22033407436516117
CA-2016-145583,Lena Creighton,35.44,1,0.0,16.6568,1,0.16669683795479634
CA-2016-145583,Lena Creighton,11.52,4,0.0,3.456,1,0.20069048420805274
CA-2016-145583,Lena Creighton,4.02,2,0.0,1.9698,1,0.20773552672433004
CA-2016-145583,Lena Creighton,76.176,3,0.2,26.6616,1,0.21276808907918765
CA-2016-145583,Lena Creighton,65.88,6,0.0,18.4464,1,0.1896277391358337
CA-2016-145583,Lena Creighton,43.12,14,0.0,20.6976,1,0.014477163703442875
CA-2016-110366,Jonathan Doherty,82.8,2,0.2,10.35,1,0.21414374209566306
CA-2017-106180,Sally Hughsby,8.82,3,0.0,2.3814,1,0.2147698727462582
CA-2017-106180,Sally Hughsby,10.86,3,0.0,5.1042,1,0.21723722735546402
CA-2017-106180,Sally Hughsby,143.7,3,0.0,68.976,1,0.17019473765653764
CA-2017-155376,Sandra Glassco,839.43,3,0.0,218.2518,1,0.0748410721455367
CA-2015-110744,Helen Andreada,671.93,7,0.0,20.1579,1,0.10080371228610108
CA-2014-110072,Maureen Gastineau,93.888,4,0.2,12.9096,1,0.20866996893752365
CA-2016-114489,Justin Ellison,384.45,11,0.0,103.8015,1,0.029557855446069814
CA-2016-114489,Justin Ellison,149.97,3,0.0,5.9988,1,0.20464066719628166
CA-2016-114489,Justin Ellison,1951.84,8,0.0,585.552,-1,-0.08164188960998076
CA-2016-114489,Justin Ellison,171.55,5,0.0,80.6285,1,0.15867973600046537
CA-2016-158834,Tamara Willingham,157.92,5,0.2,17.766,1,0.19788782184890286
CA-2016-158834,Tamara Willingham,203.184,2,0.2,15.2388,1,0.1970782084393083
CA-2015-124919,Stephanie Phelps,58.38,7,0.0,26.271,1,0.16445441205424388
CA-2015-124919,Stephanie Phelps,105.52,4,0.0,48.5392,1,0.18232346724398413
CA-2015-124919,Stephanie Phelps,80.88,6,0.0,21.0288,1,0.18851013167984254
CA-2015-118948,Neil Knudson,6.63,3,0.0,1.7901,1,0.21311730221272807
CA-2014-104269,Dave Brooks,457.568,2,0.2,51.4764,1,0.15494524362250917
CA-2016-114104,Nora Paige,14.62,2,0.0,6.8714,1,0.21901131575138028
CA-2016-114104,Nora Paige,944.93,7,0.0,236.2325,1,0.055867378625172215
CA-2016-162733,Ted Trevino,5.98,1,0.0,2.691,1,0.17015674937718894
CA-2015-119697,Eric Murdock,54.384,2,0.2,1.3596,1,0.21865100969760054
CA-2016-154508,Ruben Dartt,28.4,5,0.0,13.348,1,0.2077665473590834
CA-2016-113817,Max Jones,27.68,2,0.2,9.688,1,0.21797933430266403
CA-2014-139892,Becky Martin,9.936,3,0.2,2.7324,1,0.22606359420846128
CA-2014-139892,Becky Martin,8159.952,8,0.4,-1359.992,-1,-0.18657723986199737
CA-2014-139892,Becky Martin,275.928,3,0.2,-58.6347,1,0.17231287004579526
CA-2014-139892,Becky Martin,1740.06,9,0.3,-24.858,-1,-0.0476505395220963
CA-2014-139892,Becky Martin,32.064,6,0.2,6.8136,1,0.19369214412550678
CA-2014-139892,Becky Martin,177.98,5,0.8,-453.849,-1,-0.0844883436642816
CA-2014-139892,Becky Martin,143.976,3,0.2,8.9985,1,0.21363785381374523
CA-2014-118962,Chad Sievert,20.94,3,0.0,9.8418,1,0.22033407436516117
CA-2014-118962,Chad Sievert,110.96,2,0.0,53.2608,1,0.16846526939430123
CA-2014-118962,Chad Sievert,340.144,7,0.2,21.259,1,0.13962331208952822
US-2014-100853,Jennifer Braxton,52.448,2,0.8,-131.12,-1,-0.024363522210795963
US-2014-100853,Jennifer Braxton,20.16,4,0.2,6.552,1,0.21944889268679424
US-2017-152366,Shirley Jackson,97.264,4,0.8,-243.16,-1,-0.03248058933702602
US-2015-101511,Joel Eaton,396.802,7,0.3,-11.3372,1,0.08047595846601441
US-2015-101511,Joel Eaton,15.88,5,0.2,-3.7715,1,0.21035501293984832
CA-2015-137225,Jim Kriz,3.28,1,0.0,1.4104,1,0.158028089907491
CA-2014-166191,David Kendrick,24.816,2,0.2,1.8612,1,0.22339055650533657
CA-2014-166191,David Kendrick,408.744,7,0.2,76.6395,1,0.11795883346247205
CA-2014-158274,Robert Marley,503.96,4,0.0,131.0296,1,0.12691456105738097
CA-2014-158274,Robert Marley,149.95,5,0.0,41.986,1,0.18544620542206258
CA-2014-158274,Robert Marley,29.0,2,0.0,7.25,1,0.21981820363148297
CA-2016-105018,Sally Knutson,7.16,2,0.0,3.4368,1,0.21343720185853088
CA-2014-123260,Frank Merwin,176.8,8,0.0,22.984,1,0.1178144833412006
CA-2016-157000,Alice McCarthy,37.224,3,0.2,3.7224,1,0.22700555780908072
CA-2016-157000,Alice McCarthy,20.016,3,0.2,6.255,1,0.2266429327693873
CA-2015-102281,Mark Packer,899.136,4,0.2,112.392,1,0.08408526785982501
CA-2015-102281,Mark Packer,71.76,6,0.0,20.0928,1,0.1896277391358337
CA-2015-102281,Mark Packer,51.84,8,0.0,24.8832,1,0.1368029320439716
CA-2015-102281,Mark Packer,626.352,3,0.2,46.9764,1,0.14478311571781977
CA-2015-102281,Mark Packer,19.9,5,0.0,6.567,1,0.20745537949384663
CA-2015-131457,Mary Zewe,14.28,7,0.0,6.7116,1,0.15479602146750954
CA-2014-140004,Cassandra Brandow,7.408,2,0.2,1.2038,1,0.2195710008774132
CA-2014-140004,Cassandra Brandow,6.048,3,0.2,1.5876,1,0.22431275667129308
CA-2017-107720,Valerie Mitchum,46.26,3,0.0,12.0276,1,0.22126761474033624
US-2017-124303,Fred Hopkins,2.946,2,0.7,-2.2586,1,0.09798803046756172
US-2017-124303,Fred Hopkins,16.056,3,0.2,5.8203,1,0.22672385150130808
CA-2017-105074,Maria Bertelson,21.744,3,0.2,6.795,1,0.22799496386269658
CA-2014-133690,Bruce Stewart,218.75,2,0.5,-161.875,1,0.014092747207639866
CA-2014-133690,Bruce Stewart,2.6,1,0.2,0.2925,1,0.17105144505819925
US-2017-116701,Logan Currie,66.284,2,0.8,-178.9668,-1,-0.030507352361967
CA-2017-126382,Heather Kirkland,35.168,7,0.2,9.6712,1,0.17705510796235624
CA-2017-108329,Laurel Elliston,444.768,4,0.2,44.4768,1,0.16718690957354448
CA-2017-135860,Joseph Holt,83.92,4,0.0,5.8744,1,0.20678161813117057
CA-2017-135860,Joseph Holt,131.98,2,0.0,35.6346,1,0.18725856616612674
CA-2017-135860,Joseph Holt,15.92,4,0.0,7.4824,1,0.20794441797880486
CA-2017-135860,Joseph Holt,52.29,9,0.0,16.2099,1,0.11415080456209586
CA-2017-135860,Joseph Holt,91.99,1,0.0,3.6796,1,0.1524561489524121
CA-2015-101007,Michael Stewart,20.8,2,0.2,6.5,1,0.22354277978028664
CA-2015-146262,Victoria Wilson,23.68,2,0.2,8.88,1,0.2184774405490813
CA-2015-146262,Victoria Wilson,452.45,5,0.5,-244.323,-1,-0.001969196309969723
CA-2015-146262,Victoria Wilson,62.982,3,0.4,-14.6958,1,0.1366694393742065
CA-2015-146262,Victoria Wilson,1188.0,9,0.7,-950.4,-1,-0.13871815663452802
CA-2015-146262,Victoria Wilson,89.584,2,0.2,4.4792,1,0.217188867390962
CA-2016-130162,Jonathan Howell,93.06,6,0.0,26.0568,1,0.1779799332417964
CA-2016-130162,Jonathan Howell,302.376,3,0.2,22.6782,1,0.19433619410079966
CA-2015-169397,Joni Blumstein,5.584,2,0.2,1.8148,1,0.21748169969584036
CA-2015-169397,Joni Blumstein,22.704,6,0.2,8.2302,1,0.19206566313470047
CA-2015-169397,Joni Blumstein,19.776,4,0.7,-13.8432,1,0.09743176709482826
CA-2015-169397,Joni Blumstein,72.704,4,0.2,19.0848,1,0.21145959657602065
CA-2015-169397,Joni Blumstein,479.988,4,0.7,-383.9904,-1,-0.06511501632490091
CA-2015-169397,Joni Blumstein,27.168,2,0.2,2.7168,1,0.2236559745138758
CA-2015-163055,David Smith,2.2,1,0.0,0.968,1,0.15624559041110275
CA-2015-163055,David Smith,622.45,5,0.0,136.939,1,0.11917887806638422
CA-2015-163055,David Smith,21.98,1,0.0,0.2198,1,0.15855122440698055
US-2015-145436,Valerie Dominguez,161.568,2,0.2,-28.2744,1,0.1826140715417699
US-2015-145436,Valerie Dominguez,389.696,8,0.2,43.8408,1,0.10008331695570793
US-2014-156216,Erin Ashbrook,18.648,7,0.7,-12.432,1,0.05730792253960415
US-2017-100930,Christopher Schild,233.86,2,0.45,-102.048,1,0.06433849353059518
US-2017-100930,Christopher Schild,620.6145,3,0.45,-248.2458,1,0.0025204103080642692
US-2017-100930,Christopher Schild,5.328,2,0.7,-3.552,1,0.09643741366263375
US-2017-100930,Christopher Schild,258.072,3,0.2,0.0,1,0.19633966925103286
US-2017-100930,Christopher Schild,617.976,3,0.2,-7.7247,1,0.13714213727511243
CA-2017-160514,David Bremer,10.56,2,0.0,4.752,1,0.21855046611520668
CA-2016-157749,Ken Lonsdale,25.92,5,0.2,9.396,1,0.21124312855583754
CA-2016-157749,Ken Lonsdale,419.68,5,0.6,-356.728,-1,-0.03774965534828456
CA-2016-157749,Ken Lonsdale,11.688,3,0.6,-4.6752,1,0.11849026990247324
CA-2016-157749,Ken Lonsdale,31.984,2,0.2,11.1944,1,0.21768464754925654
CA-2016-157749,Ken Lonsdale,177.225,5,0.5,-120.513,1,0.047659064593320255
CA-2016-157749,Ken Lonsdale,4.044,3,0.6,-2.8308,1,0.11889000684985335
CA-2016-157749,Ken Lonsdale,7.408,2,0.2,1.2038,1,0.2195710008774132
CA-2014-131926,Dianna Wilson,2001.86,7,0.0,580.5394,-1,-0.06682617312738715
CA-2014-131926,Dianna Wilson,166.72,2,0.0,41.68,1,0.18598916047791947
CA-2014-131926,Dianna Wilson,47.88,6,0.0,23.94,1,0.18481908810202674
CA-2014-131926,Dianna Wilson,1503.25,5,0.0,496.0725,-1,-0.03323134789485471
CA-2014-131926,Dianna Wilson,25.92,4,0.0,12.4416,1,0.21163342274786867
CA-2016-154739,Logan Haushalter,321.568,2,0.2,28.1372,1,0.17919396607461585
CA-2016-145625,Kelly Collister,7.61,1,0.0,3.5767,1,0.16991639860344532
CA-2016-145625,Kelly Collister,3347.37,13,0.0,636.0003,-1,-0.16919379248304478
CA-2016-146941,Delfina Latchford,80.58,6,0.0,22.5624,1,0.18670514717767517
CA-2016-146941,Delfina Latchford,361.92,4,0.0,162.864,1,0.12691325565749306
US-2015-159982,Dan Reichenbach,12.132,9,0.6,-8.4924,1,0.02100841167820544
US-2015-159982,Dan Reichenbach,82.368,2,0.2,-19.5624,1,0.20148250667934825
US-2015-159982,Dan Reichenbach,53.92,5,0.2,4.044,1,0.21245889038131782
US-2015-159982,Dan Reichenbach,647.904,6,0.2,56.6916,1,0.1219971661166998
CA-2017-163139,Craig Carreira,20.37,3,0.0,6.9258,1,0.22113415033507483
CA-2017-163139,Craig Carreira,221.55,3,0.0,6.6465,1,0.18768550229154257
CA-2017-163139,Craig Carreira,17.52,5,0.2,6.132,1,0.21402398661007932
US-2017-155299,Dorris liebe,1.624,2,0.8,-4.466,1,0.06599432359156365
US-2014-106992,Sean Braxton,3059.982,3,0.4,-509.997,-1,-0.10819740444013992
US-2014-106992,Sean Braxton,2519.958,7,0.4,-251.9958,-1,-0.09380374174731354
CA-2016-125318,Roy Collins,328.224,4,0.2,28.7196,1,0.1808012264387598
CA-2015-155040,Alan Hwang,79.9,2,0.0,35.156,1,0.19457656718038546
CA-2017-136826,Claudia Bergmann,14.016,3,0.2,4.7304,1,0.22578760995690694
CA-2016-111010,Paul Gonzalez,7.56,6,0.0,0.3024,1,0.1657837049538768
US-2017-145366,Christine Abelman,37.208,1,0.2,-7.4416,1,0.17021297005712488
US-2017-145366,Christine Abelman,57.576,3,0.2,21.591,1,0.2188518352079879
CA-2017-163979,Kristen Hastings,725.84,4,0.0,210.4936,1,0.09116786498218132
CA-2015-155334,Helen Andreada,209.93,7,0.0,92.3692,1,0.11961251101507953
CA-2015-155334,Helen Andreada,5.28,3,0.0,2.3232,1,0.2094397534399386
CA-2015-155334,Helen Andreada,10.92,3,0.2,4.095,1,0.22662832237331265
CA-2017-118136,Barry Blumstein,8.82,2,0.0,4.0572,1,0.21592328223856477
CA-2017-118136,Barry Blumstein,5.98,1,0.0,1.5548,1,0.1640005546666654
CA-2017-132976,Andrew Gjertsen,11.648,2,0.2,4.0768,1,0.22216893173947222
CA-2017-132976,Andrew Gjertsen,18.176,4,0.2,5.9072,1,0.21854577208869108
CA-2017-132976,Andrew Gjertsen,59.712,6,0.2,5.9712,1,0.19532064104532793
CA-2017-132976,Andrew Gjertsen,24.84,3,0.2,8.694,1,0.22422288489236147
US-2015-161991,Steven Cartwright,2.08,5,0.8,-3.432,1,0.07098729939889714
US-2015-161991,Steven Cartwright,1114.4,7,0.2,376.11,1,0.0047459932107979386
CA-2015-130890,Jas O'Carroll,1038.84,5,0.2,51.942,1,0.08895141472746071
CA-2015-130883,Tracy Blumstein,141.76,5,0.2,47.844,1,0.1812254437908994
CA-2015-130883,Tracy Blumstein,239.8,5,0.2,47.96,1,0.18176130649782624
CA-2015-130883,Tracy Blumstein,31.104,6,0.2,10.8864,1,0.1901450248948044
CA-2016-112697,Alan Haines,254.058,7,0.7,-169.372,-1,-0.03388663388394397
CA-2016-112697,Alan Haines,194.528,2,0.2,24.316,1,0.19678617066317083
CA-2016-112697,Alan Haines,961.48,5,0.2,-204.3145,1,0.02787268391576403
CA-2016-110772,Nick Zandusky,19.096,7,0.2,6.6836,1,0.17505679911505106
CA-2016-110772,Nick Zandusky,18.496,8,0.2,6.2424,1,0.14781201692456175
CA-2016-110772,Nick Zandusky,255.984,2,0.2,54.3966,1,0.1736898077550662
CA-2016-110772,Nick Zandusky,86.97,3,0.5,-48.7032,1,0.0966097405287567
CA-2014-111451,Kelly Lampkin,300.416,8,0.2,78.8592,1,0.09790646665744418
CA-2014-111451,Kelly Lampkin,230.352,3,0.2,20.1558,1,0.20343242518408006
CA-2014-111451,Kelly Lampkin,218.352,3,0.2,-24.5646,1,0.19845626679030032
CA-2014-111451,Kelly Lampkin,78.6,5,0.7,-62.88,1,0.05229866568101915
CA-2014-111451,Kelly Lampkin,27.552,3,0.2,9.2988,1,0.22424669607155323
CA-2016-142545,Jonathan Doherty,32.4,5,0.0,15.552,1,0.20696617264603434
CA-2016-142545,Jonathan Doherty,1082.48,8,0.0,10.8248,1,0.02345866789685369
CA-2016-142545,Jonathan Doherty,56.91,3,0.0,27.3168,1,0.21119049817690216
CA-2016-142545,Jonathan Doherty,77.6,4,0.0,38.024,1,0.19368407634064155
CA-2016-142545,Jonathan Doherty,14.28,1,0.0,6.5688,1,0.1707048095195588
US-2017-152380,Jonathan Howell,219.075,3,0.5,-131.445,1,0.041002379488852325
CA-2015-144253,Alan Schoenberger,26.8,2,0.0,12.864,1,0.2183002573211681
CA-2014-130960,Ken Brennan,9.84,3,0.0,2.8536,1,0.215805437834651
CA-2014-111003,Corey Roper,45.48,3,0.0,20.9208,1,0.21980442445238846
CA-2014-111003,Corey Roper,289.2,6,0.0,83.868,1,0.13949780758275615
CA-2017-126774,Shahid Hopkins,4.89,1,0.0,2.0049,1,0.16051269489190645
CA-2016-142902,Ben Peterman,15.136,4,0.2,3.5948,1,0.2173594173972636
CA-2016-142902,Ben Peterman,466.768,2,0.2,52.5114,1,0.15415882117587154
CA-2016-142902,Ben Peterman,15.232,1,0.2,1.7136,1,0.17924952711716013
CA-2016-142902,Ben Peterman,6.264,3,0.2,2.0358,1,0.22431275667129308
CA-2014-120887,Thomas Seio,87.54,3,0.0,37.6422,1,0.1990803846940854
CA-2014-167850,Andy Gerbode,178.384,2,0.2,22.298,1,0.1989335287853129
CA-2014-167850,Andy Gerbode,15.552,3,0.2,5.4432,1,0.22669029262151502
CA-2014-164259,Sung Pak,99.136,4,0.2,8.6744,1,0.2119089031896187
CA-2014-164973,Nathan Mautz,135.882,1,0.1,24.1568,1,0.10416381474857056
CA-2014-164973,Nathan Mautz,3991.98,2,0.0,1995.99,-1,-0.16610789296804163
